Year,Type of economic activity,Organisation and legal forms,Region,Value
2021,retail_sale_of_meat_and_meat_products_in_specialised_stores,,,32.1
2022,retail_sale_of_meat_and_meat_products_in_specialised_stores,,,27.3
2023,retail_sale_of_meat_and_meat_products_in_specialised_stores,,,29.2
2024,retail_sale_of_meat_and_meat_products_in_specialised_stores,,,30.9
2025,retail_sale_of_meat_and_meat_products_in_specialised_stores,,,
2015,retail_sale_of_fish_crustaceans_and_molluscs_in_specialised_stores,,,
2016,retail_sale_of_fish_crustaceans_and_molluscs_in_specialised_stores,,,
2017,retail_sale_of_fish_crustaceans_and_molluscs_in_specialised_stores,,,
2018,retail_sale_of_fish_crustaceans_and_molluscs_in_specialised_stores,,,
2019,retail_sale_of_fish_crustaceans_and_molluscs_in_specialised_stores,,,
2020,retail_sale_of_fish_crustaceans_and_molluscs_in_specialised_stores,,,
2021,retail_sale_of_fish_crustaceans_and_molluscs_in_specialised_stores,,,30.8
2022,retail_sale_of_fish_crustaceans_and_molluscs_in_specialised_stores,,,27.8
2023,retail_sale_of_fish_crustaceans_and_molluscs_in_specialised_stores,,,23.5
2024,retail_sale_of_fish_crustaceans_and_molluscs_in_specialised_stores,,,31.6
2025,retail_sale_of_fish_crustaceans_and_molluscs_in_specialised_stores,,,
2015,retail_sale_of_bread_cakes_flour_confectionery_and_sugar_confectionery_in_specialised_stores,,,
2016,retail_sale_of_bread_cakes_flour_confectionery_and_sugar_confectionery_in_specialised_stores,,,
2017,retail_sale_of_bread_cakes_flour_confectionery_and_sugar_confectionery_in_specialised_stores,,,
2018,retail_sale_of_bread_cakes_flour_confectionery_and_sugar_confectionery_in_specialised_stores,,,
2019,retail_sale_of_bread_cakes_flour_confectionery_and_sugar_confectionery_in_specialised_stores,,,
2020,retail_sale_of_bread_cakes_flour_confectionery_and_sugar_confectionery_in_specialised_stores,,,
2021,retail_sale_of_bread_cakes_flour_confectionery_and_sugar_confectionery_in_specialised_stores,,,47.5
2022,retail_sale_of_bread_cakes_flour_confectionery_and_sugar_confectionery_in_specialised_stores,,,50.0
2023,retail_sale_of_bread_cakes_flour_confectionery_and_sugar_confectionery_in_specialised_stores,,,41.7
2024,retail_sale_of_bread_cakes_flour_confectionery_and_sugar_confectionery_in_specialised_stores,,,47.6
2025,retail_sale_of_bread_cakes_flour_confectionery_and_sugar_confectionery_in_specialised_stores,,,
2015,retail_sale_of_beverages_in_specialised_stores,,,
2016,retail_sale_of_beverages_in_specialised_stores,,,
2017,retail_sale_of_beverages_in_specialised_stores,,,
2018,retail_sale_of_beverages_in_specialised_stores,,,
2019,retail_sale_of_beverages_in_specialised_stores,,,
2020,retail_sale_of_beverages_in_specialised_stores,,,
2021,retail_sale_of_beverages_in_specialised_stores,,,43.7
2022,retail_sale_of_beverages_in_specialised_stores,,,41.7
2023,retail_sale_of_beverages_in_specialised_stores,,,44.1
2024,retail_sale_of_beverages_in_specialised_stores,,,44.4
2025,retail_sale_of_beverages_in_specialised_stores,,,
2015,retail_sale_of_tobacco_products_in_specialised_stores,,,
2016,retail_sale_of_tobacco_products_in_specialised_stores,,,
2017,retail_sale_of_tobacco_products_in_specialised_stores,,,
2018,retail_sale_of_tobacco_products_in_specialised_stores,,,
2019,retail_sale_of_tobacco_products_in_specialised_stores,,,
2020,retail_sale_of_tobacco_products_in_specialised_stores,,,
2021,retail_sale_of_tobacco_products_in_specialised_stores,,,40.8
2022,retail_sale_of_tobacco_products_in_specialised_stores,,,34.7
2023,retail_sale_of_tobacco_products_in_specialised_stores,,,36.0
2024,retail_sale_of_tobacco_products_in_specialised_stores,,,28.6
2025,retail_sale_of_tobacco_products_in_specialised_stores,,,
2015,other_retail_sale_of_food_in_specialised_stores,,,
2016,other_retail_sale_of_food_in_specialised_stores,,,
2017,other_retail_sale_of_food_in_specialised_stores,,,
2018,other_retail_sale_of_food_in_specialised_stores,,,
2019,other_retail_sale_of_food_in_specialised_stores,,,
2020,other_retail_sale_of_food_in_specialised_stores,,,
2021,other_retail_sale_of_food_in_specialised_stores,,,34.4
2022,other_retail_sale_of_food_in_specialised_stores,,,33.3
2023,other_retail_sale_of_food_in_specialised_stores,,,39.2
2024,other_retail_sale_of_food_in_specialised_stores,,,35.6
2025,other_retail_sale_of_food_in_specialised_stores,,,
2015,retail_sale_of_automotive_fuel_in_specialised_stores,,,
2016,retail_sale_of_automotive_fuel_in_specialised_stores,,,
2017,retail_sale_of_automotive_fuel_in_specialised_stores,,,
2018,retail_sale_of_automotive_fuel_in_specialised_stores,,,
2019,retail_sale_of_automotive_fuel_in_specialised_stores,,,
2020,retail_sale_of_automotive_fuel_in_specialised_stores,,,
2021,retail_sale_of_automotive_fuel_in_specialised_stores,,,23.4
2022,retail_sale_of_automotive_fuel_in_specialised_stores,,,23.9
2023,retail_sale_of_automotive_fuel_in_specialised_stores,,,25.1
2024,retail_sale_of_automotive_fuel_in_specialised_stores,,,26.5
2025,retail_sale_of_automotive_fuel_in_specialised_stores,,,
2015,retail_sale_of_computers_peripheral_units_and_software_in_specialised_stores,,,
2016,retail_sale_of_computers_peripheral_units_and_software_in_specialised_stores,,,
2017,retail_sale_of_computers_peripheral_units_and_software_in_specialised_stores,,,
2018,retail_sale_of_computers_peripheral_units_and_software_in_specialised_stores,,,
2019,retail_sale_of_computers_peripheral_units_and_software_in_specialised_stores,,,
2020,retail_sale_of_computers_peripheral_units_and_software_in_specialised_stores,,,
2021,retail_sale_of_computers_peripheral_units_and_software_in_specialised_stores,,,19.5
2022,retail_sale_of_computers_peripheral_units_and_software_in_specialised_stores,,,19.4
2023,retail_sale_of_computers_peripheral_units_and_software_in_specialised_stores,,,21.7
2024,retail_sale_of_computers_peripheral_units_and_software_in_specialised_stores,,,23.3
2025,retail_sale_of_computers_peripheral_units_and_software_in_specialised_stores,,,
2015,retail_sale_of_telecommunications_equipment_in_specialised_stores,,,
2016,retail_sale_of_telecommunications_equipment_in_specialised_stores,,,
2017,retail_sale_of_telecommunications_equipment_in_specialised_stores,,,
2018,retail_sale_of_telecommunications_equipment_in_specialised_stores,,,
2019,retail_sale_of_telecommunications_equipment_in_specialised_stores,,,
2020,retail_sale_of_telecommunications_equipment_in_specialised_stores,,,
2021,retail_sale_of_telecommunications_equipment_in_specialised_stores,,,23.2
2022,retail_sale_of_telecommunications_equipment_in_specialised_stores,,,26.4
2023,retail_sale_of_telecommunications_equipment_in_specialised_stores,,,23.1
2024,retail_sale_of_telecommunications_equipment_in_specialised_stores,,,27.1
2025,retail_sale_of_telecommunications_equipment_in_specialised_stores,,,
2015,retail_sale_of_audio_and_video_equipment_in_specialised_stores,,,
2016,retail_sale_of_audio_and_video_equipment_in_specialised_stores,,,
2017,retail_sale_of_audio_and_video_equipment_in_specialised_stores,,,
2018,retail_sale_of_audio_and_video_equipment_in_specialised_stores,,,
2019,retail_sale_of_audio_and_video_equipment_in_specialised_stores,,,
2020,retail_sale_of_audio_and_video_equipment_in_specialised_stores,,,
2021,retail_sale_of_audio_and_video_equipment_in_specialised_stores,,,23.3
2022,retail_sale_of_audio_and_video_equipment_in_specialised_stores,,,18.9
2023,retail_sale_of_audio_and_video_equipment_in_specialised_stores,,,19.7
2024,retail_sale_of_audio_and_video_equipment_in_specialised_stores,,,27.4
2025,retail_sale_of_audio_and_video_equipment_in_specialised_stores,,,
2015,retail_sale_of_textiles_in_specialised_stores,,,
2016,retail_sale_of_textiles_in_specialised_stores,,,
2017,retail_sale_of_textiles_in_specialised_stores,,,
2018,retail_sale_of_textiles_in_specialised_stores,,,
2019,retail_sale_of_textiles_in_specialised_stores,,,
2020,retail_sale_of_textiles_in_specialised_stores,,,
2021,retail_sale_of_textiles_in_specialised_stores,,,52.8
2022,retail_sale_of_textiles_in_specialised_stores,,,45.5
2023,retail_sale_of_textiles_in_specialised_stores,,,45.7
2024,retail_sale_of_textiles_in_specialised_stores,,,42.9
2025,retail_sale_of_textiles_in_specialised_stores,,,
2015,retail_sale_of_hardware_paints_and_glass_in_specialised_stores,,,
2016,retail_sale_of_hardware_paints_and_glass_in_specialised_stores,,,
2017,retail_sale_of_hardware_paints_and_glass_in_specialised_stores,,,
2018,retail_sale_of_hardware_paints_and_glass_in_specialised_stores,,,
2019,retail_sale_of_hardware_paints_and_glass_in_specialised_stores,,,
2020,retail_sale_of_hardware_paints_and_glass_in_specialised_stores,,,
2021,retail_sale_of_hardware_paints_and_glass_in_specialised_stores,,,27.1
2022,retail_sale_of_hardware_paints_and_glass_in_specialised_stores,,,26.2
2023,retail_sale_of_hardware_paints_and_glass_in_specialised_stores,,,23.6
2024,retail_sale_of_hardware_paints_and_glass_in_specialised_stores,,,25.6
2025,retail_sale_of_hardware_paints_and_glass_in_specialised_stores,,,
2015,retail_sale_of_carpets_rugs_wall_and_floor_coverings_in_specialised_stores,,,
2016,retail_sale_of_carpets_rugs_wall_and_floor_coverings_in_specialised_stores,,,
2017,retail_sale_of_carpets_rugs_wall_and_floor_coverings_in_specialised_stores,,,
2018,retail_sale_of_carpets_rugs_wall_and_floor_coverings_in_specialised_stores,,,
2019,retail_sale_of_carpets_rugs_wall_and_floor_coverings_in_specialised_stores,,,
2020,retail_sale_of_carpets_rugs_wall_and_floor_coverings_in_specialised_stores,,,
2021,retail_sale_of_carpets_rugs_wall_and_floor_coverings_in_specialised_stores,,,37.0
2022,retail_sale_of_carpets_rugs_wall_and_floor_coverings_in_specialised_stores,,,36.0
2023,retail_sale_of_carpets_rugs_wall_and_floor_coverings_in_specialised_stores,,,28.6
2024,retail_sale_of_carpets_rugs_wall_and_floor_coverings_in_specialised_stores,,,43.5
2025,retail_sale_of_carpets_rugs_wall_and_floor_coverings_in_specialised_stores,,,
2015,retail_sale_of_electrical_household_appliances_in_specialised_stores,,,
2016,retail_sale_of_electrical_household_appliances_in_specialised_stores,,,
2017,retail_sale_of_electrical_household_appliances_in_specialised_stores,,,
2018,retail_sale_of_electrical_household_appliances_in_specialised_stores,,,
2019,retail_sale_of_electrical_household_appliances_in_specialised_stores,,,
2020,retail_sale_of_electrical_household_appliances_in_specialised_stores,,,
2021,retail_sale_of_electrical_household_appliances_in_specialised_stores,,,20.5
2022,retail_sale_of_electrical_household_appliances_in_specialised_stores,,,17.6
2023,retail_sale_of_electrical_household_appliances_in_specialised_stores,,,15.8
2024,retail_sale_of_electrical_household_appliances_in_specialised_stores,,,22.5
2025,retail_sale_of_electrical_household_appliances_in_specialised_stores,,,
2015,retail_sale_of_furniture_lighting_equipment_and_other_household_articles_in_specialised_stores,,,
2016,retail_sale_of_furniture_lighting_equipment_and_other_household_articles_in_specialised_stores,,,
2017,retail_sale_of_furniture_lighting_equipment_and_other_household_articles_in_specialised_stores,,,
2018,retail_sale_of_furniture_lighting_equipment_and_other_household_articles_in_specialised_stores,,,
2019,retail_sale_of_furniture_lighting_equipment_and_other_household_articles_in_specialised_stores,,,
2020,retail_sale_of_furniture_lighting_equipment_and_other_household_articles_in_specialised_stores,,,
2021,retail_sale_of_furniture_lighting_equipment_and_other_household_articles_in_specialised_stores,,,36.3
2022,retail_sale_of_furniture_lighting_equipment_and_other_household_articles_in_specialised_stores,,,38.6
2023,retail_sale_of_furniture_lighting_equipment_and_other_household_articles_in_specialised_stores,,,37.8
2024,retail_sale_of_furniture_lighting_equipment_and_other_household_articles_in_specialised_stores,,,40.2
2025,retail_sale_of_furniture_lighting_equipment_and_other_household_articles_in_specialised_stores,,,
2015,retail_sale_of_books_in_specialised_stores,,,
2016,retail_sale_of_books_in_specialised_stores,,,
2017,retail_sale_of_books_in_specialised_stores,,,
2018,retail_sale_of_books_in_specialised_stores,,,
2019,retail_sale_of_books_in_specialised_stores,,,
2020,retail_sale_of_books_in_specialised_stores,,,
2021,retail_sale_of_books_in_specialised_stores,,,65.5
2022,retail_sale_of_books_in_specialised_stores,,,62.5
2023,retail_sale_of_books_in_specialised_stores,,,66.2
2024,retail_sale_of_books_in_specialised_stores,,,64.0
2025,retail_sale_of_books_in_specialised_stores,,,
2015,retail_sale_of_newspapers_and_stationery_in_specialised_stores,,,
2016,retail_sale_of_newspapers_and_stationery_in_specialised_stores,,,
2017,retail_sale_of_newspapers_and_stationery_in_specialised_stores,,,
2018,retail_sale_of_newspapers_and_stationery_in_specialised_stores,,,
2019,retail_sale_of_newspapers_and_stationery_in_specialised_stores,,,
2020,retail_sale_of_newspapers_and_stationery_in_specialised_stores,,,
2021,retail_sale_of_newspapers_and_stationery_in_specialised_stores,,,44.0
2022,retail_sale_of_newspapers_and_stationery_in_specialised_stores,,,42.5
2023,retail_sale_of_newspapers_and_stationery_in_specialised_stores,,,37.2
2024,retail_sale_of_newspapers_and_stationery_in_specialised_stores,,,30.5
2025,retail_sale_of_newspapers_and_stationery_in_specialised_stores,,,
2015,retail_sale_of_music_and_video_recordings_in_specialised_stores,,,
2016,retail_sale_of_music_and_video_recordings_in_specialised_stores,,,
2017,retail_sale_of_music_and_video_recordings_in_specialised_stores,,,
2018,retail_sale_of_music_and_video_recordings_in_specialised_stores,,,
2019,retail_sale_of_music_and_video_recordings_in_specialised_stores,,,
2020,retail_sale_of_music_and_video_recordings_in_specialised_stores,,,
2021,retail_sale_of_music_and_video_recordings_in_specialised_stores,,,
2022,retail_sale_of_music_and_video_recordings_in_specialised_stores,,,
2023,retail_sale_of_music_and_video_recordings_in_specialised_stores,,,
2024,retail_sale_of_music_and_video_recordings_in_specialised_stores,,,
2025,retail_sale_of_music_and_video_recordings_in_specialised_stores,,,
2015,retail_sale_of_sporting_equipment_in_specialised_stores,,,
2016,retail_sale_of_sporting_equipment_in_specialised_stores,,,
2017,retail_sale_of_sporting_equipment_in_specialised_stores,,,
2018,retail_sale_of_sporting_equipment_in_specialised_stores,,,
2019,retail_sale_of_sporting_equipment_in_specialised_stores,,,
2020,retail_sale_of_sporting_equipment_in_specialised_stores,,,
2021,retail_sale_of_sporting_equipment_in_specialised_stores,,,24.0
2022,retail_sale_of_sporting_equipment_in_specialised_stores,,,20.9
2023,retail_sale_of_sporting_equipment_in_specialised_stores,,,19.0
2024,retail_sale_of_sporting_equipment_in_specialised_stores,,,14.0
2025,retail_sale_of_sporting_equipment_in_specialised_stores,,,
2015,retail_sale_of_games_and_toys_in_specialised_stores,,,
2016,retail_sale_of_games_and_toys_in_specialised_stores,,,
2017,retail_sale_of_games_and_toys_in_specialised_stores,,,
2018,retail_sale_of_games_and_toys_in_specialised_stores,,,
2019,retail_sale_of_games_and_toys_in_specialised_stores,,,
2020,retail_sale_of_games_and_toys_in_specialised_stores,,,
2021,retail_sale_of_games_and_toys_in_specialised_stores,,,34.5
2022,retail_sale_of_games_and_toys_in_specialised_stores,,,50.0
2023,retail_sale_of_games_and_toys_in_specialised_stores,,,38.5
2024,retail_sale_of_games_and_toys_in_specialised_stores,,,37.5
2025,retail_sale_of_games_and_toys_in_specialised_stores,,,
2015,retail_sale_of_clothing_in_specialised_stores,,,
2016,retail_sale_of_clothing_in_specialised_stores,,,
2017,retail_sale_of_clothing_in_specialised_stores,,,
2018,retail_sale_of_clothing_in_specialised_stores,,,
2019,retail_sale_of_clothing_in_specialised_stores,,,
2020,retail_sale_of_clothing_in_specialised_stores,,,
2021,retail_sale_of_clothing_in_specialised_stores,,,45.1
2022,retail_sale_of_clothing_in_specialised_stores,,,36.9
2023,retail_sale_of_clothing_in_specialised_stores,,,38.4
2024,retail_sale_of_clothing_in_specialised_stores,,,42.5
2025,retail_sale_of_clothing_in_specialised_stores,,,
2015,retail_sale_of_footwear_and_leather_goods_in_specialised_stores,,,
2016,retail_sale_of_footwear_and_leather_goods_in_specialised_stores,,,
2017,retail_sale_of_footwear_and_leather_goods_in_specialised_stores,,,
2018,retail_sale_of_footwear_and_leather_goods_in_specialised_stores,,,
2019,retail_sale_of_footwear_and_leather_goods_in_specialised_stores,,,
2020,retail_sale_of_footwear_and_leather_goods_in_specialised_stores,,,
2021,retail_sale_of_footwear_and_leather_goods_in_specialised_stores,,,43.5
2022,retail_sale_of_footwear_and_leather_goods_in_specialised_stores,,,44.1
2023,retail_sale_of_footwear_and_leather_goods_in_specialised_stores,,,48.5
2024,retail_sale_of_footwear_and_leather_goods_in_specialised_stores,,,57.1
2025,retail_sale_of_footwear_and_leather_goods_in_specialised_stores,,,
2015,dispensing_chemist_in_specialised_stores,,,
2016,dispensing_chemist_in_specialised_stores,,,
2017,dispensing_chemist_in_specialised_stores,,,
2018,dispensing_chemist_in_specialised_stores,,,
2019,dispensing_chemist_in_specialised_stores,,,
2020,dispensing_chemist_in_specialised_stores,,,
2021,dispensing_chemist_in_specialised_stores,,,51.6
2022,dispensing_chemist_in_specialised_stores,,,51.5
2023,dispensing_chemist_in_specialised_stores,,,52.4
2024,dispensing_chemist_in_specialised_stores,,,53.5
2025,dispensing_chemist_in_specialised_stores,,,
2015,retail_sale_of_medical_and_orthopaedic_goods_in_specialised_stores,,,
2016,retail_sale_of_medical_and_orthopaedic_goods_in_specialised_stores,,,
2017,retail_sale_of_medical_and_orthopaedic_goods_in_specialised_stores,,,
